sn,comment,user,loc,thumbups
107937203,"This has become Mask Hysteria.  Instead of the mania, we should be looking at the science.  It says: most homemade masks are virtually useless.  It says: H95 masks have pores that are 300 nano meters; the virus is 150 nano meters.  It says:  Cases in the US had been declining until Mid-May.  It wasn't because more people were wearing masks.  It says: Cases in the US surged up after Mid-May.  It wasn't because fewer people were wearing masks.  It says: masks that are too restrictive will cause blow out from the sides when coughing or sneezing.  Less restrictive masks are..less restrictive.
That's what Science says.",90314637,Chicago,5
107937198,Rawhide TV Show's smallpox episode showed people wearing masks.  How were we allowed to drift this far away from the old normal pandemic zeitgeist?,93501576,United States,5
107937189,"here is an idea - if you refuse to wear a mask you forefoot your access to health-care rather than pay a fine etc..  Folks who don't wear a mask put us  and the healthcare system at risk and, apparently, they feel immune to the virus.  I am sure there would be good ways to enforce.",58097617,Princeton NJ,8
107937175,"""This is not complicated, folks.""
Those five words boil this issue perfectly. America is being whooped by this virus."" we have this under control, it will fade away."" These words by this President are being proven wrong almost every day by the record smashing totals of virus cases. Both of his statements are outright lies.
   You can not have a economic recovery until we get to the point where are curve has been flattened in a fashion similar to what you see in the EU.We closed up too late and we re-opened to early. We have to start again.
 Step one. Nationwide mask requirements. It is not a cure. We have to wait for a vaccine for that. But mask wearing will help reduce transmission rates. It's a fact. It's simple. It harms no one. It's cheap. There is no rational or scientific argument against it.",88992647,"San Jose, California",10
107937157,"Seriously your missing the issue. America is not about ""us"" it's about ""me."" Everyone should be waking up that our personal image of self is what defines us not embracing the worldly view of doing the right thing for all of us. Don't accept that? Trump knows who his audience and preaches to it every day and it doesn;t matter is how unpresidential it looks. There will be no climate change, equality, social reforms because we ""all"" about choices not mandates or orders or laws.",94804121,California,2
107937137,"I was raised in a religious household and happily left it behind when I left home. Never thought I’d find a church I’d want to join, but sign me up for the Church of Secular Science! I’m already a believer, and how wonderful it is to have found a home.",80613719,Dripping Springs Texas,38
107937083,"Masks? Yes, of course. That is the least we should be able to do. But, seriously, the WHO declared a ""Public Health Emergency of International Concern"" in January and still we have no coherent federal program for testing and tracing infections - the one tried and tested way to respond to a pandemic such as this. If Mr. Trump is unwilling or incapable of taking on this challenge he should resign and let someone else take on the task of saving our lives and our economy.",65689499,Hanover NH,9
107937038,"Seriously folks, just drive the speed limit, wear your seat belt and don't drink and drive.  That alone will save 1.25 million lives world wide each year.  But we don't want to seem to do that even though there are fines and jail time associated with breaking these laws.  Yet we're all supposed to don masks and keep six feet apart because that will go a long way in keeping us safe.  Everyone's going to do that.",61748246,"Murfreesboro, TN",1
107932909,"Let's not kid ourselves.  The anti-mask Republicans did not suddenly become followers of science.  They were only too happy to jump on the freedom loving mask hater bandwagon when they thought they could leverage it for political gain.  They thought the virus was only a blue state left coast problem.  

In the last few weeks, the virus has run roughshod over red state America and it's costing the Republicans votes.  They are rapidly losing support and are in great danger of losing the Senate as well as the White House.

So lo and behold, they are now embracing the mask.  But I fear it is too late.  The virus operates on its schedule, not Mitch McConnells.  The anti-mask movement is now in full force and the virus is on the move.

That's what happens when politicians game public health for power.  Everyone loses.",38331232,"Kansas City, MO",1426
107933125,"I wear a mask to the grocery store and to a big box retailer if I ever have to go but otherwise don't bother and am NOT going to wear one outside. 

It is too late to stop the virus. Social distancing was working until the protesters decided their temper tantrum trumped public health. Now the best thing for the country is to develop herd immunity. Do all of you really think Biden and the Democrats will be better off inheriting a ruined economy? The Democratic Party would never survive it. 

If you have any issue with the coronavirus spike, again, blame the protesters.",71578093,Essence,14
107933794,Remember there was not enough masks for the health care workers and other essential personel when the pandemic hit hard in February and March.,77820002,"Topeka, KS",7
107936343,Public Shaming is important to the current narrative. NYT published a picture of the Pride Parade with a Woman I think wore no mask and wasn't criticized for it. Why? Protestors don't wear masks and are not criticized. Maybe if there was less hypocrisy there would be more conformity.,23097608,Garden City,6
107933436,"When I go out, I wear a mask. 

Having said that, the initial advice was to actively stop mask wearing. 'counterproductive'  was one of the reasons given to not wear a mask i.e. that it is actually not good to wear a mask. Not that it has no benefit. It was that wearing mask is actually not a good idea. That cost the trust of the people. And more than that - many view it as the state pushing people around per its whims and fancies. One minute they chastising people for wearing a mask and the next they are chastising people for not wearing it ! There is a a dislike for state pushing people around like this among certain sections. People expect to be given the true to picture and not second guessing. I do not believe the govt. experts have any authorit to second guess the people they provide advice for. 

Further, have those giving advice to wear a mask - thought this through ? I mean, are there any exceptions to this ? Perhaps it is not ok for certain people to wear a mask ? It could be suffocating for some. A blanket advice is not always applicable in science. There are always exceptions. But you do not hear any exceptions and how to adjust to those exception scenarios to ""wear a mask"" advice, from the experts. 

Makes one wonder who is actually making this a political issue ?",73566340,Whereis,4
107932981,Recall that there are some municipalities with mandatory gun laws - expect these places will likely resist any mask laws.,19449833,Sydney,7
107932812,"According to the cdc, the virus has a .0009% hospitalization rate for majority of Americans and a .002% hospitalization rate for those 65+.  Logic therefore dictates that covid is not overly dangerous.  According to CDC, the 2019-2020 flu had a .003% hospitalization rate for majority of Americans.  Query:  how low must the hospitalization rate for a given virus be such that wearing a mask is NOT required?",78117660,Pennsylvania,3
107933364,"If you purport to be about the science, then take the time to get it right. 1 SARS-CoV-2 is small enough to permeate cloth masks, so they're not doing too much. 2 If you can maintain social distancing, there is no scientific reason to wear a mask. This is just shaming and fear-mongering. I'd expect more from an ed board member. Read more science.",66413597,Ct,12
107933793,"I love how this article references another globe article that talks about the W.H.O as validation that wearing a mask is effective - truly funny.  Here is an easily verified statement:  there are no independent scientific studies that show wearing a mask in a social setting is effective in any way.  Just google it yourself.  The key word here is independent study.  But let's leave that and go to simple logic.  If you are wandering around as a Covid carrier wearing a mask, what you are doing is concentrating the virus in your mask;  then when you touch your mask, as you inevitably will, you will spread concentrated virus all over the place.  That's why hospital workers are constantly changes masks and gloves.  So the article is accurate in the sense that this issue is not complicated.  Masks make things worse in a social setting.  And the health workers and administrators who know this to be true - shame on you.  Speak up.  And for those of you who wear a mask 'to protect others' - you need to stop your virtue signalling and read a book.",66318340,Earth,5
107936945,"No shirts, no shoes, no mask, no service. 

No seatbelt, you can get a ticket.",67037842,On This Crazy Planet,9
107933544,"No shirt, no shoes, no service.  Seen for years on doors of  restaurants and businesses .

No one whined or threatened the staff at establishments that posted the above . It was the safe, hygenic and polite thing to do.

When did we become so  short-sighted, self-centered ,   and short tempered?",77200552,NJ,707
107936935,Wearing a mask is annoying.  So is wearing a shirt and shoes when I go to Arby’s.  So is driving 20 miles per hour in a school zone.  So is not being able to beat someone up I disagree with.  Society... so inconvenient.,67961713,Brooklyn,51
107932825,"""It’s not about making a political point or asserting moral superiority; it’s about saving lives and protecting one another — which should be a basic element of citizenship in any democracy.""

It's more than that. Wearing a mask is a very minor act of sacrifice. And sacrifice is what patriots do for their country. 

Wearing a mask should be seen as a sign of patriotism.",39058427,Between Pole and Tropic,614
107932833,"It ain’t hard. I was skeptical of the effectiveness of masks at first. Then I read evidence. I am no longer skeptical of the effectiveness of masks. The evidence says they work.

And that’s how logic and reason works. You start with an idea that isn’t correct. Read evidence and facts about why the idea was not correct. Then, adopt the idea best represented by facts and evidence.

It’s disturbing how many people are afraid to admit they were wrong about something. Learning is a GOOD thing. Changing outdated and inaccurate ideas based on new evidence is a GOOD thing. Because that’s how people grow. The current widespread behavior of people digging in with false beliefs all because they don’t want to have to admit they were wrong is not healthy.",86086722,"Denver, CO",731
107936903,"My recent  research has discovered that wearing a mask protects the wearer and not others, just like a gun. I expect that when I make the results public in a soon to be released book, there will be bigly increased demand to own and wear masks as an extension of the second amendment. SCOTUS will provide a ruling in support of that interpretation after an initial challenge. The current POTUS will never be seen without his mask. Trust me, this works.",72993868,Toronto,4
107932772,"I wear a mask not to demonstrate that I am ""the elite; smarter, more rational, and morally superior to everyone else” as the Republican strategist, Castellanos, says.

I wear a mask because I respect the people working in the grocery store. I realize they probably don't have that great of health insurance and can't afford to miss work. 

I don't have great health insurance and can't miss work either.

The elites are in their second or third homes. Not shopping for their own groceries.

I wear a mask because I recognize I am vulnerable and grocery workers are too.",81585724,US,1633
107936893,"In a more perfect world decent masks would be as available to the public and as easy to get as a carton of milk. Yes, people can make their own, but it’s another friction point in getting people to wear them.",37080611,Virginia,3
107936888,"How about liberty?  

Good hygiene and common courtesy should twist or change one of our guiding principles?  

Until we address the question and reach a consensus on this question, we are still going nowhere. 

Otherwise, we should accept the fact that liberty has its limited applications.  Not anywhere or any place that we can use liberty as an excuse not to follow or not to do.",21583573,Houston,1
107936882,"There is a lovely Mennonite produce/bakery stand near my house that I used to frequent. In April, after hearing that this stand had some masks for sale, I inquired. The woman at the counter unmasked sort of chuckled. The next day I stopped back in, only to see a large sign behind the counter that read, “Which do you prefer for protection? God or a face mask?” None of the workers there wear a mask despite it being a mandate here. They lost my business forever.",70731928,PA,20
107936362,"I think part of the resistance to masks is that people always have their hands in their mouth.

They smoke. 
They pick their teeth.
They lick a finger to count money or open a plastic bag.
They chew their thumb when they think.
Men scratch their stubble, women put on lipstick.
They sample grapes at the grocery store.
Some people use their teeth like an extra hand, holding a pen while they rummage in their pockets or gripping their keys while they pump gas.
And they snack.  And sip beverages.  Constantly.

It's tough to break habits.  Especially when you're too stubborn to try.",63446969,Tennessee,11
107934903,"In general, you don't really need to wear shoes, and most people are shoeless around their own homes or while partaking of many different kinds of leisure activities.  There are no public health crises associated with the shoeless, although some might claim you cause an infinitesimal increase in the odds of you or someone else catching deadly athlete's foot in a public shower, or that you might slip on a recently mopped floor.  I understand that these public helath risks don't approach those associated COVID 19.

 Yet it's a social norm, and accepted as required attire, to have shoes on in almost all situations when you are inside a building, and many outdoor public spaces.  Shoes cost much more than a mask and take longer to put on.

If you can accept wearing shoes, you can wear a mask.",63252128,Kamchatka,14
107935775,"I shouldn’t be surprised to see us all die because of American ego trips.  A mask right now is not a symbol, it is a tool of protection from a deadly germ.  Get over yourselves before we all pay the ultimate price.",87701435,Nh,15
107934422,"To paraphrase Supreme Court Justice Holmes: You have a right to free speech, but not to falsely yell ""fire"" in  crowded theater.  If a personl in the exercise of his or her individual rights chooses not to wear a mask and in the process exponentially infects others, surely such a selfish person infringes on their rights. Our politically motivated president has purposefully failed to set a proper example in this regard by also refusing to wear a mask. Hopefully our nation will be able to repair the damage wrought by this man's warped attempt to ""Make America Great Again.""",68484538,new jersey,10
107934970,"Good article. Two upgrades:
1.  You did not ask and answer the main reason for why so many  people refuse to wear masks: Trump is indeed leading - his base to the abyss and they follow his every move - he says that the virus is a hoax and doesn't wear a mask.  Trump and his  people have a very warped sense of liberty and freedom. It was never about doing whatever you want whenever you want to whoever you want to. And trump's sick mantra is, ""real men and my people don't wear masks. This is sick and was not called out in Jesse's article.  TRUMP is the reason people are not wearing masks.

2.   Here's a game: get trump to wear a mask in all public appearances and to tell the nation he was mistaken and that until further notice, everyone put on their mask.  Watch how many more people put on their masks. 
Include physical distance and hand washing, stay home. 
Then watch.",71818846,San Francisco,8
107936118,"And  put it over your nose, not resting on your upper lip. And in the grocery store, stop constantly adjusting you’re mask touching your mask on the outside of your nose and then squeezing the avocados, transferring whatever you may have directly to other people’s food. And do I really have to say this?? when you meet one of your friends, don’t pull down your mask so you can have a conversation. Thank you.",67105521,CT,19
107934195,"During the first world war , British high command was sending wave after wave of soldiers to their deaths, because the generals were being stubborn as well as incompetent strategists and of course out of harm's way themselves.
This is exactly what the American public has been experiencing
for the past few months , this time around ,the incompetent generals being some very stubborn governors ,mayors and a pathetically out of touch White House .
It seems that the president and his entourage do not consider the huge death toll of real significance ,perhaps because  many victims are older with preconditions, or poor coloured people and convicts....
This lack of leadership and empathy is strengthened by young people believing they are immune, supporters of the president who mimic his behavior, and desperate business owners willing to take the risk of opening right now.
It is remarkable that the simple precaution of wearing a mask, cannot win unanimous support from all sides of society and the political spectrum. If one would look at this situation with a religious frame of reference, one would consider the United States cursed. Every  presidency faces its defining moment. This 45th one has let down a whole nation , astounded the world with its shortsighted policies, and comforted its enemies beyond their wildest expectations. President Trump has truly earned a special spot in the country's History: worst man for the job ever.",71998862,porto alegre brazil,11
107934541,"The greatest part about masks, aside from keeping yourself and others safe, is they open you to gazing into people's eyes. While there has been much criticism of the male gaze, eyes are the windows to the soul. I've been noticing so much the beauty of the iris, the definition of the lines around the eyes, the uniqueness of each person's peepers. Jeepers, creepers. This virus will not go away unless people wear masks. And you might also get to look like Subzero or Scorpion from Mortal Kombat. Let's ""finish"" this covid-19!",92481136,Oak Lawn,3
107935650,"No reasonable person can quarrel with your charge to wear masks. Although, how much public opinion will change because of your column is hard to say.

However, you do your argument no favor by stating that the way to deal with Trump is at the ballot box. That is totally unsatisfactory--in fact, just plain foolish.

That implies that we should just go on as we always have; voting will fix everything in the long run, just let the ""free market"" in elections work its magic. You ought to know better. 

The electoral system as constituted, we already know, has resulted in the unnecessary loss of tens of thousands of American lives; God only knows how many more to come.

Since your subject is wearing masks, consider that one of the biggest problems in our culture is not too little freedom: it's too much. The freedom not to wear a mask, even if it puts other people's lives at risk. To vote for Donald Trump, even when he might lead us into a civil war, to say nothing of all the other damage he's done. To post hateful things on Facebook that incite violence. To be just plain irresponsible.

If we don't come to a reckoning that too much freedom leads to sub-optimal results for the collective, that unlimited rights for individuals to do harmful things compromises the interests of the country as a whole....well, then we'll be electing another Donald Trump sooner or later, and suffer all the consequences.",79316228,"Rosarito, Baja California, Mexico",2
107936461,"It's really quite astounding. Donald Trump took a simple, cheap and obvious measure of mask wearing and made it divisive. And now he can't walk it back, because his ego won't allow him to admit a mistake.

One thing I learned in my career in medicine: if you can't admit a mistake, you can't fix the problem and it will happen again and again. So we will see truckloads of American bodies and a second economic downturn in 2020 because one man can't admit that he was wrong.

A remarkable--and deadly--character flaw.",63543032,"Boston, MA",12
107935120,"In considering the importance of wearing face masks, compare it to smoking.

In a society where freedom is valued, there is Freedom TO and Freedom FROM. In exercising Freedom TO, one should not impose on others' Freedom FROM.

As a cigarette smoker, vastly changed social attitudes and laws made it necessary to moderate my Freedom TO. In NYC, there is no indoor public place where smoking is legal. Even in some outdoor spaces, like parks and outdoor dining, you can't smoke. That limits my Freedom TO and I don't like it.

But I'm not just a smoker. I'm also a thoughtful human being. I limit my smoking to my apartment I live alone and use good ventilation, air filters and other measures to ensure that my non-smoking neighbors have their Freedom FROM my smoke.

In some places in the U.S., wearing a mask in public, both indoors and outdoors, is mandatory. In others it is not. But since scientific evidence and majority public opinion say that wearing a mask is vital, those who don't wear one are at the very least inconsiderate.

I know smoking is unhealthy; my reasons for smoking anyway are my own business and it's my Freedom TO. But once I leave my apartment, your Freedom FROM supercedes  my Freedom TO.

Whether it's for political reasons or personal selfishness, non-mask-wearers are perverting the very concept of freedom. Stop acting like children and cover your stupid face when you're among other people anywhere. When you get home, you can take it off. And you can smoke.",51286083,"New York, NY",6
107933253,"Only in the age of Trump is a public safety measure made into a political issue. If Donald Trump told his supporters that car breaks are a liberal ploy, would they remove them? This is insane!",41178861,Roseville,5
107933980,"From reading the press all these months , one thing is crystal clear; it is the media and Trump haters that have made mask wearing such a political hot point.  Demanding that POTUS wear a mask several times a day every day, beating the drum seems to have taken on some disturbed meaning to the anti-Trump wing.  It is like when the protesters yell at the cops - take a knee take a knee take a knee and then when the cops do take a knee, the protesters feel like they have won some point or made the cops look weak.  Why the fixation on ordering the president to do something ?  It is as if, I am a regular mask wearer when I am out and about , i exit my apartment with my mask not on yet, its an empty area, i see that at the end of the block there are crowds so I am planning to put my mask on , but before I can even reach for my pocket, the second I open my door, there are a mass group of people in the distance with bull horns, people who have professed hatred of me for 4 years , people who have sued me numerous times, attacked my family, attacked my friends, yelling constantly---put your mask on put your mask on put your mask on NOW... and mind you, i am more powerful than all of them, so yes, i completely understand the inclination to not put my mask on. No one is allowed near me anyway.  Trump was not even given a chance to even consider wearing a mask , before the anti-Trumpers drew first blood.",51178459,Manhattan,3
107933982,"Bluntly Yes.  It couldn't be more clear.

But, what do you do about the attitude that lead to parties in Alabama in which teens decided to see if they could actually transfer the virus among party goers.

Defiant dumb kids didn't get their defiance out of thin air. That's particularly since the President, most of his aides, and many Republican governors make it clear that they see no purpose at all in social distancing, masks, or tracing efforts.

Apparently American exceptionalism takes priority over mother nature. Science, after all, is a reflection of human efforts to understand the laws of nature, as imposed by God, and act as competent stewards of our responsibilities as humans. 

The very idea that arbitrary individual beliefs take precedence over mother nature is simple nonsense.  Not wearing a mask is no more than utter defiance against nature, ourselves, our families, and our society.

Wearing masks is not complicated, but breaking through the defiance of a destructive minority is.",78371232,So Cal,4
107935393,The important thing to understand about Trump fans who refuse to wear masks and ignore social distancing is that they are willfully disregarding the continued good health of their own children.,76430734,"Dallas, TX",5
107936039,"Of course, one needs to wear a mask outdoors. But in a country where, as I've been disgusted to observe so often, a lot of men don't wash their hands after urinating or defecating in public toilets, this is going to be extremely difficult to achieve.",56500782,"Providence Forge, Virginia",5
107936226,"If Trump opened a Mask manufacturing company you can bet your boots he would command that we all wear masks. 

What I don’t understand is why people still think Covid-19 is still a hoax. We have solid proof otherwise

Now that I think of it I realize why he doesn’t want us to vote by mail, even that is what he does it himself
Ivanka was granted several patents from China for voting machines. If we all vote by mail her machine will be worthless",62963437,Cleary,7
107933371,"Trump is dragging the United States into the depths.

When will we wake up and vote him and his GOP enablers out of Washington?",69549683,The Big Apple,4
107934017,Of course what you say is completely rational.  The only problem is that the Enlightenment never penetrated significant parts of the country.,66388304,New York City,5
107933082,"Republicans have weaponized stupid; no rational country would vote for them. When Trump said “I love the poorly educated” he was speaking like the con man he is.

If Republicans permit science to take hold, we might start taking climate change seriously or ask if guns really do make people safe. We might start trying to make policy around actual facts instead of belief systems. We might ask if tax cuts really pay for themselves, and does wealth really trickle down.

We might start thinking again - which would be the end of the con game conservatives have been running for decades now.",76914,Upstate NY,7
107933155,"I wear a mask in the hope that I do not have Covid-19. I would never want to infect anyone else.  As mature male, I have been limiting my time outside my apt. to the bare minimum.

BUT, if Trump wishes to spew his lies to his supporters, also mask-less, then I say, please go for it.  It's a two-way stream.  One of them will get you.",75188565,Brooklyn,5
107934572,"Trump won't wear a mask so long as anyone is pushing him to do so, because that would look weak. When Trump finally deigns to wear a mask, it will be because he has had a brilliant idea - ""Masks will prevent spreading the virus! Who knew?!"" and he will do so because it will win immediate widespread and effusive praise  and lots of it, as over-the-top, uncritical praise is the only kind of praise Trump recognizes. When Trump can wear a mask out of the incredible brilliance of his super-genius scientific mind, and the world will acknowledge his genius, then he will wear a mask. But not if anyone is pushing him to do it, because that would make Trump look weak. Trump doesn't mind looking stupid, venal, and petty - but he can't look weak, no matter how stupid, venal, and petty he must be in his quest for the image of strength. His posturing and bluster are tiresome because they are so predictable. America can always count on Trump to make the worst possible decision, then double-down on stupid when the cost is highest.",59003930,California,5
107935872,"It's unclear to me why there are so many people hostile to the idea of the mask, but their argument about it being a ""free country"" is clear that they have NO idea what that means. 

Of course, the problem is that the anti-maskers are putting everyone else at risk.  

Shaking my head at the collective stupidity.  But as my late husband used to always point out to me, ""Statistically, 50% of everyone you know is below average.""

Clearly.",26414692,"North Castle, NY",6
107934938,"DON'T just wear your mask. Wash your hands effectively with soap, avoid touching your face, and unless you live somewhere there's no need for a mask, travel only when strictly necessary and practise social distancing everywhere.",122165644,Australia,3
107933204,"Trump has worn a mask all his life.  It is not one everyone can recognize.  The intelligent do see through it.  Some, apparently, take a bit longer.  But that gives hope.",63379259,"Laguna Beach, CA",7
107935244,"It is not complicated now. It was not complicated then. Our problem has been the so called president and his lap dog party.

The fact that he has flatly refused to even try to address the matter, and in many cases thwart the efforts to address the virus is just so stunning that it is truly hard to articulate a response to that which is not pure cursing and spittle.
The worst failure in leadership in American history.

Of course these is the obvious possibility, as events continue to suggest, that he is not all that concerned about America, that his interests and allegiances lay elsewhere. This even more insanely situation on top of the virus and the gutted economy leaves one thinking that the man is a sort of historical curse come home to roost on our battered land.

The fact that the ship he sails has a flag of the most reactionary of America's dark corners, racism and the confederacy, is indication that when a man has no shame he can and will do ....

The only possible topper is that he not only willfully worked with Russia to influence the outcome of the last election,  but that yes he is very much actively doing so again, actors not yet identified.

So it is a grand nightmare, but wearing a mask might help help us get to the other side- of the pandemic and of the trump.

The secret will be to outlive him and vote him out with such enormous margins that he can not steal the election.

Hunker down, ride out the storm, come spring we may be blessed with a beautiful new day.",86768202,Orbiting our potential demise,4
107936042,"What opponents to masks think Patrick Henry said: ""Give me liberty AND give me death"". They might have the right to make such a choice for themselves alone but this choice insures that others will suffer and some will die. My freedom ends where harm to others begins.",90286180,"Madison,  WI",5
107935880,"There is a high correlation mask wearing and stopping the spread? Why not take the chance rather than the risk? Why quibble?

Refusing to wear a mask? Seriously, this is what bald faced evil looks like.",80110445,mdi,5
107933163,"Oh it's complicated alright. Today at the supermarket check out, the man 2 people behind me lowered his mask under his neck as he had an angry argument with someone on his cell phone. Removing the mask is bad enough. Yelling like that only adds to the potential of spreading the virus, should he have it. When I said to him from the front of the line where I was ""put your mask on"", he responded by showing me one of his fingers. You can guess which one. It ALL...all of it...goes back to Trump.",20106866,New York NY,6
107935519,"Seat belts are mandatory-get caught without one buckled on, you have to pay a fine.  Same should go for masks.",22645977,"Rochester, NY",5
107935303,"If you want to wield unlimited power you have to convince people that lies are the truth, and the truth is a lie. And the best way to do that is to lie constantly about everything. That way no one knows what's real and what isn't.

This is why Trump lies to people constantly. This is why Fox News lies to it's audience constantly. This is why Mitch McConnell lies to his constituents constantly.

Only when science becomes ""an opinion no better than any other"". Only when reality becomes ""whatever you want it to be"". Only when expertise is rendered ""meaningless"".

Only then can the powers that be say anything, propose anything, deny anything, invent anything, distort anything, and most importantly - do anything - without being constrained by logic, science, history, facts, reason, or reality.

How else can politicians create enemies out of thin air? Create panic, divisions, hysteria, conspiracies, chaos, out of thin air?

And it's all designed to do one thing - create so much confusion in society and in peoples minds that they are left to do whatever they want - with impunity.

That's why stealing Supreme Court seats is sold as ""giving the people a say"". That's why stealing elections is labeled ""business as usual"". That's why extortion is praised as being ""in the public interest"". That's why climate change is denounced as ""a hoax"".

Politicians know when people treat the ""big lie"" as if it was the truth, they've got 'em right where they want 'em. And then > anything's possible.",64672620,"Chicago, Il",2
107934293,"""...and members of the Church of Secular Science bow to the Gods of Data by wearing a mask as their symbol, demonstrating that they are the elite; smarter, more rational, and morally superior to everyone else...""

This is very instructive.  These people are so fragile, insecure and defensive that they see everyone else as sneering at them.  I wish they would grow up...",42713931,Moss Beach CA,3
107935196,"Of course it's not complicated to wear a mask, any child can understand that.   Meanwhile back at the WH trump tries to convince himself and everyone else that the virus is under control.   What planet is he trump living on.   He's in fantasy land, because the virus has upset his plans for rallies.  He doesn't care that almost 129,000 people died.   He has been inconvenienced and that's all he cares about.   His ratings are plummeting  and that's the way it should be for such an inept inhumane individual.   We are without competent leadership;  we have a president in name only, totally useless.   He accepts responsibility for nothing.   From what has been shown on TV he appears to have diminishing mental competence.   We can vote him out in November.",67222984,AZ,3
107935500,Apologies. Arguing about the value of masks is absolutely moronic. Linking wearing a mask to individual rights and freedom even more so. Freedom is a responsibility and not an entitlement.,69153520,Transatlantic,6
107935930,"Please also point out that there are several different quality masks out there and some are inadequate, wearing these people are feeling safe but are vulnerable to getting infected. 

Have you noticed that the rate of getting well in America is the slowest of most countries. Even countries like Pakistan have a better rate of cure. Someone should ask the CDC and Dr. Fauci, 'Why when our medical system is the best in the world we are so behind in the healing process?

Even the 6ft social distancing is flawed. The virus can travel up to 12ft. depending on the speed of the wind.",60541481,"New York, NY",2
107936090,You know what 'the base' would see if they looked at this article. I don't say read because none of them would be likely to read the NYT but looking at the lead pictures they would see their glorious leader showing his strength while the other three cower. Trump has always said that 'big numbers' are the sign of a winner and now he's pushing the country into unknown numerical territory. We will be lucky to recover within ten years.,21621276,Tennessee,0
107936511,"Because we wear our masks to protect those around us, trump’s distain for wearing one can only be interpreted one way. Mr trump would rather infest others than compromise his beauty.",57816864,Pennsylvania,3
107933093,"I am weary from all the stupidity.  The chief executive officer in a company sets the tone; nothing more, nothing less.  If only the president cared about the people and led by example or even a federal mandate, we wouldn't be in such grave danger.

I'm truly glad to live in a small town with smart people at the helm.",56119856,"Telluride, CO",7
107933496,"This crisis was always going to be bad, but it’s only thanks to Republicans that it’s this bad. trump made wearing a mask a sign of weakness, an admission of socialist leanings. And politicians, including DeSantis, Abbott, Ducey and others ran with it.  This catastrophe is a direct result of Republican science-denial and fealty to the most incompetent, corrupt, ignorant, irresponsible, poisonous administration in American history. All of us will pay the price and the only path to healing is the removal of all Republicans. The Republican Party has done much more damage to this country than the Coronavirus ever could.",49906049,New York,3
107934294,When articles say “public” this is not clearly defining outdoor or indoor and my well educated friends in NYC don’t care to wear masks outside in public because of this. They read public they think inside. Please be more specific - help.,78195335,Marg,2
107934982,"I find it interesting that only when the red state governors see that the virus is affecting them personally do they finally see the light and recommend wearing a mask, after 4+ months. I find it so ironic that the GOP claims ownership of patriotism, when looking out for the country as a whole and not only yourself is what being a patriot is all about. Not wearing a mask is selfish and unpatriotic.",87364791,California,4
107936497,"The mythology of America is over. The world just took the road less traveled by, and that will make all the difference.",48241582,NJ,3
107935845,"When or should I say “if” this nightmare ever ends, someone needs to be held accountable for their criminal negligence. Let’s start with Greg Abbott and work our way up to Fauci, and then Trump. How many Texans died while Abbott fiddled and refused to mandate masks? How many Americans died when Fauci insisted they didn’t help anyone but healthcare workers, when he knew most Americans wouldn’t figure out the irony in that. How many Americans died because we have Donald Trump as our leader, who is fundamentally unable to empathize on the most basic of human levels? Criminal negligence has brought this once great country to its knees. I don’t exempt our fellow citizens, either I was wearing a mask, washing my hands and social distancing from day one, so it’s not like anyone else couldn’t do the same thing, but we have leaders for a reason.",74391740,Somewhere In NJ,3
107936065,"How many people has Trump directly put in the hospital and worse, simply because his vanity and massive ego would not allow him to wear a mask. He modeled to his supporters to be selfish and utterly short sighted in how to cope during a pandemic, a pandemic! Wear the mask.",76068120,Delmar NY,6
107934412,"The people not wearing a mask are playing Chinese roulette. Unlike the Russian version, they won’t be taking a chance on killing themselves. Instead, they are taking a chance on killing someone near them. Are the odds the same, one in six? Could be much worse, if they are infected. Which they might be given that an estimated one third of those who are infected are asymptomatic.",60263221,New Jersey,4
107934769,"I would love to see a correlation between people who insist that increasing CO2 in the atmosphere isn’t a problem, but refuse to wear a mask because of “CO2 poisoning “.  In both cases, their stupidity hurts everyone.",50697874,Florida,3
107935797,"President Trump is to blame for people's refusal to wear masks.  He is a stubborn, ignorant man who won't set a good example by simply wearing a mask in photos and at his meetings and press conferences.  His refusal wear a mask and his magical thinking that the virus will simply disappear are the source of mystification to me.  And he enables his faithful followers to also refuse this simple act. 

All in all, his every word and action serves to increase the number of people infected and the deaths of over 120,000 residents of the country.  His dismal reactions to the emergence and spread of the virus are incompetent, not based on facts and contrary to the advice of experts. 

He has spread so many lies so many that I have lost count and so much misinformation and disinformation that he should be forced to shut up and let the experts do the talking.  After all, he doesn't even read his own briefings or anything else.  The parallels between the Covid-19 pandemic and the early 20th century influenza epidemic are striking and he has much to learn from that tragedy. 

Unfortunately, we are the ones suffering from his actions and inactions.  The virus will continue to sicken kill until Trump changes his ways and becomes the president we so desperately need and want.  I don't forsee that happening.  The only thing that will save us is the election of Joe Biden in November.",83323746,Rural PA,2
107936250,"I wish all decisions in life were this easy.  The cost/benefit analysis masks are cheap, you may feel more facial warmth when you wear them vs saving lives and trillions of dollars couldn't be any more convincing.  And yet.  Kelleyanne Conway says ""They’re not wearing a mask because nobody’s saying put the mask on.”  Maybe she can tell her boss to both wear a mask and tell others to do the same.Who knows? He may even like it.",80370332,Colorado,1
107935284,@John Smithson Suppose you are wrong: you are spreading misinformation about a simple intervention that is cheap and at hand for everyone. And it might work you have not proven otherwise. Or do you want to experiment with the public? I’m a scientist too and I do not run unethical experiments.,70894089,Los Angeles,3
